For Query: results relating parallel complexity theory pram uniform circuits

RANK 	 R/N 	Precision 	  Recall

01  	  N  	  0.000  	  0.000
02  	  N  	  0.000  	  0.000
03  	  N  	  0.000  	  0.000
04  	  N  	  0.000  	  0.000
05  	  N  	  0.000  	  0.000
06  	  N  	  0.000  	  0.000
07  	  N  	  0.000  	  0.000
08  	  N  	  0.000  	  0.000
09  	  N  	  0.000  	  0.000
10  	  N  	  0.000  	  0.000
11  	  N  	  0.000  	  0.000
12  	  N  	  0.000  	  0.000
13  	  N  	  0.000  	  0.000
14  	  N  	  0.000  	  0.000
15  	  N  	  0.000  	  0.000
16  	  N  	  0.000  	  0.000
17  	  N  	  0.000  	  0.000
18  	  N  	  0.000  	  0.000
19  	  N  	  0.000  	  0.000
20  	  N  	  0.000  	  0.000
21  	  N  	  0.000  	  0.000
22  	  N  	  0.000  	  0.000
23  	  N  	  0.000  	  0.000
24  	  N  	  0.000  	  0.000
25  	  N  	  0.000  	  0.000
26  	  N  	  0.000  	  0.000
27  	  N  	  0.000  	  0.000
28  	  N  	  0.000  	  0.000
29  	  N  	  0.000  	  0.000
30  	  N  	  0.000  	  0.000
31  	  N  	  0.000  	  0.000
32  	  N  	  0.000  	  0.000
33  	  N  	  0.000  	  0.000
34  	  N  	  0.000  	  0.000
35  	  N  	  0.000  	  0.000
36  	  N  	  0.000  	  0.000
37  	  N  	  0.000  	  0.000
38  	  N  	  0.000  	  0.000
39  	  N  	  0.000  	  0.000
40  	  N  	  0.000  	  0.000
41  	  N  	  0.000  	  0.000
42  	  N  	  0.000  	  0.000
43  	  R  	  0.023  	  0.200
44  	  N  	  0.023  	  0.200
45  	  N  	  0.022  	  0.200
46  	  N  	  0.022  	  0.200
47  	  N  	  0.021  	  0.200
48  	  N  	  0.021  	  0.200
49  	  N  	  0.020  	  0.200
50  	  N  	  0.020  	  0.200
51  	  N  	  0.020  	  0.200
52  	  R  	  0.038  	  0.400
53  	  N  	  0.038  	  0.400
54  	  N  	  0.037  	  0.400
55  	  N  	  0.036  	  0.400
56  	  N  	  0.036  	  0.400
57  	  N  	  0.035  	  0.400
58  	  N  	  0.034  	  0.400
59  	  N  	  0.034  	  0.400
60  	  R  	  0.050  	  0.600
61  	  N  	  0.049  	  0.600
62  	  N  	  0.048  	  0.600
63  	  N  	  0.048  	  0.600
64  	  N  	  0.047  	  0.600
65  	  N  	  0.046  	  0.600
66  	  N  	  0.045  	  0.600
67  	  N  	  0.045  	  0.600
68  	  N  	  0.044  	  0.600
69  	  R  	  0.058  	  0.800
70  	  N  	  0.057  	  0.800
71  	  N  	  0.056  	  0.800
72  	  N  	  0.056  	  0.800
73  	  N  	  0.055  	  0.800
74  	  R  	  0.068  	  1.000
75  	  N  	  0.067  	  1.000
76  	  N  	  0.066  	  1.000
77  	  N  	  0.065  	  1.000
78  	  N  	  0.064  	  1.000
79  	  N  	  0.063  	  1.000
80  	  N  	  0.062  	  1.000
81  	  N  	  0.062  	  1.000
82  	  N  	  0.061  	  1.000
83  	  N  	  0.060  	  1.000
84  	  N  	  0.060  	  1.000
85  	  N  	  0.059  	  1.000
86  	  N  	  0.058  	  1.000
87  	  N  	  0.057  	  1.000
88  	  N  	  0.057  	  1.000
89  	  N  	  0.056  	  1.000
90  	  N  	  0.056  	  1.000
91  	  N  	  0.055  	  1.000
92  	  R  	  0.065  	  1.200
93  	  R  	  0.075  	  1.400
94  	  N  	  0.074  	  1.400
